id,date,title,bv_off,page_off,start_t,end_t,band,genre,链接off,备注,bv_on,page_on,bv_n1,page_n1,bv_f1,page_f1,start_1,end_1
258,2023/04/07,深海少女,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,深海少女,,,,,,,,,
354,2023/05/15,セツナトリップ,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,セツナトリップ,,,,,,,,,
361,2023/07/03,きゅうくらりん,,1,00:00:44,00:01:09,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,きゅうくらりん,,BV1czqnYtE75,1,,,,,,
355,2023/09/11,白い雪のプリンセスは,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,白い雪のプリンセスは,,,,,,,,,
369,2023/10/04,メランコリック,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,メランコリック,,,,,,,,,
377,2023/10/23,悪役にキスシーンを,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,悪役にキスシーンを,,,,,,,,,
413,2023/12/04,さよならプリンセス,BV1o8upzYEBZ,2,00:00:43,00:01:15,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,さよならプリンセス,,BV1o8upzYEBZ,1,,,,,,
417,2024/01/05,くうになる,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,くうになる,,,,,,,,,
431,2024/03/11,flos,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,flos,,,,,,,,,
482,2024/05/24,だめにんげんだ!,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,だめにんげんだ!,,,,,,,,,
494,2024/07/01,ポッピンキャンディ☆フィーバー！,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,ポッピンキャンディ☆フィーバー！,,,,,,,,,
495,2024/09/09,スーパーヒーロー,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,スーパーヒーロー,,,,,,,,,
511,2024/10/03,如月アテンション,,1,00:01:01,00:01:33,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,如月アテンション,,BV1odDMByEzy,1,,,,,,
530,2024/10/15,キャットフード,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,キャットフード,,,,,,,,,
544,2024/11/05,妄想アスパルテーム,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,妄想アスパルテーム,,,,,,,,,
554,2025/01/02,snooze,BV1UT411Y7GZ,1,00:00:41,00:01:11,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,snooze,,BV11p9JYMEFi,1,,,,,,
521,2025/03/07,オーバーライド,BV1B4421F7vs,1,00:00:38,00:01:02,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,オーバーライド,短版,BV1Hy9DYWEz3,1,,,BV1Hy9DYWEz3,2,,
607,2025/04/22,回る空うさぎ,BV1w9Q8BJEzU,1,00:01:11,00:01:46,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,回る空うさぎ,短版,BV1YgEuzGE3y,1,,,BV1YgEuzGE3y,2,00:00:34,00:01:55
629,2025/09/01,8.32,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,8.32,,,,,,,,,
621,2025/10/03,東京サマーセッション,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,東京サマーセッション,,,,,,,,,
601,2025/11/04,ルマ,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,ルマ,,,,,,,,,
700,2026/01/01,魔法少女とチョコレゐト,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,魔法少女とチョコレゐト,,,,,,,,,
693,2026/02/28,erase or zero,,1,,,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,erase or zero,,,,,,,,,
26,2020/09/30,劣等上等,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,劣等上等,,,,,,,,,
28,2020/09/30,ドクター＝ファンクビート,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ドクター＝ファンクビート,,,,,,,,,
69,2020/09/30,フラジール,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,フラジール,,,,,,,,,
27,2020/10/03,Just Be Friends,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,Just Be Friends,,,,,,,,,
81,2020/10/09,夜咄ディセイブ,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,夜咄ディセイブ,,,,,,,,,
100,2021/01/02,ECHO,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ECHO,,,,,,,,,
15,2021/02/15,drop pop candy,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,drop pop candy,,,,,,,,,
95,2021/03/15,威風堂々,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,威風堂々,,,,,,,,,
102,2021/05/03,幽霊東京,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,幽霊東京,,,,,,,,,
143,2021/06/30,トラフィック・ジャム,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,トラフィック・ジャム,,,,,,,,,
136,2021/08/23,チルドレンレコード,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,チルドレンレコード,,,,,,,,,
133,2021/10/08,悪魔の踊り方,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,悪魔の踊り方,,,,,,,,,
167,2021/11/10,オルターエゴ,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,オルターエゴ,,,,,,,,,
200,2022/01/03,ガランド,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ガランド,,,,,,,,,
205,2022/02/04,踊,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,踊,,,,,,,,,
210,2022/03/22,雨とペトラ,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,雨とペトラ,,,,,,,,,
195,2022/04/18,PaⅢ.SENSATION,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,PaⅢ.SENSATION,,,,,,,,,
245,2022/06/06,阿吽のビーツ,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,阿吽のビーツ,,,,,,,,,
266,2022/08/22,YY,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,YY,,,,,,,,,
253,2022/10/10,DAYBREAK FRONTLINE,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,DAYBREAK FRONTLINE,,,,,,,,,
262,2022/11/01,帝国少女,,1,00:01:08,00:01:43,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,帝国少女,,BV1PLPZzAEtP,1,,,,,,
291,2023/01/05,フェレス,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,フェレス,,,,,,,,,
299,2023/03/13,エゴイスト,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,エゴイスト,,,,,,,,,
322,2023/04/21,絶え間なく藍色,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,絶え間なく藍色,,,,,,,,,
276,2023/05/19,シャンティ,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,シャンティ,,,,,,,,,
344,2023/07/24,脳内革命ガール,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,脳内革命ガール,,,,,,,,,
365,2023/10/06,恋は戦争,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,恋は戦争,,,,,,,,,
392,2023/11/06,春嵐,,1,00:00:32,00:00:59,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,春嵐,,BV1gB56zSEoX,1,,,,,,
418,2023/12/30,金木犀,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,金木犀,,,,,,,,,
410,2024/01/29,マーシャル・マキシマイザー,,1,00:00:41,00:01:16,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,マーシャル・マキシマイザー,,BV1TRfNYmEVT,1,,,,,,
437,2024/02/01,え？あぁ、そう。,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,え？あぁ、そう。,,,,,,,,,
441,2024/04/15,酔いどれ知らず,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,酔いどれ知らず,,,,,,,,,
522,2024/08/13,WAVE,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,WAVE,,,,,,,,,
505,2024/10/05,コールボーイ,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,コールボーイ,,,,,,,,,
557,2024/12/23,花溺れ,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,花溺れ,,,,,,,,,
513,2025/01/01,CH4NGE,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,CH4NGE,,,,,,,,,
490,2025/02/21,ルーマー,BV197VNzpEWz,5,00:00:28,00:01:03,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ルーマー,,,,,,,,,
580,2025/03/03,三日月ステップ,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,三日月ステップ,,,,,,,,,
537,2025/04/08,花に風,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,花に風,,,,,,,,,
620,2025/05/09,紗痲,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,紗痲,,,,,,,,,
620,2025/08/12,Surges,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,Surges,,,,,,,,,
571,2025/09/24,偽物人間40号,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,偽物人間40号,,,,,,,,,
672,2025/10/05,ハウトゥー世界征服,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ハウトゥー世界征服,,,,,,,,,
586,2025/12/31,ヤンキーボーイ・ヤンキーガール,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ヤンキーボーイ・ヤンキーガール,,,,,,,,,
643,2026/03/01,About me,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,About me,,,,,,,,,
38,2020/09/30,ブリキノダンス,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ブリキノダンス,,,,,,,,,
41,2020/09/30,スイートマジック,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,スイートマジック,,,,,,,,,
78,2020/09/30,ぼうけんのしょがきえました！,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ぼうけんのしょがきえました！,,,,,,,,,
21,2020/10/04,脫法ロック,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,脫法ロック,,,,,,,,,
68,2020/10/07,ダンスロボットダンス,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ダンスロボットダンス,,,,,,,,,
36,2020/10/13,ミラクルペイント,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ミラクルペイント,,,,,,,,,
88,2021/01/03,チュルリラ・チュルリラ・ダッダッダ！,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,チュルリラ・チュルリラ・ダッダッダ！,,,,,,,,,
122,2021/02/19,ポジティブ☆ダンスタイム,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ポジティブ☆ダンスタイム,,,,,,,,,
106,2021/04/05,お気に召すまま,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,お気に召すまま,,,,,,,,,
138,2021/05/17,KING,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,KING,,,,,,,,,
134,2021/10/06,テレキャスタービーボーイ,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,テレキャスタービーボーイ,,,,,,,,,
183,2021/12/28,フィクサー,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,フィクサー,,,,,,,,,
158,2022/02/24,ナンセンス文学,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ナンセンス文学,,,,,,,,,
174,2022/03/14,いーあるふぁんくらぶ,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,いーあるふぁんくらぶ,,,,,,,,,
146,2022/05/16,リモコン,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,リモコン,,,,,,,,,
201,2022/05/30,神のまにまに,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,神のまにまに,,,,,,,,,
198,2022/06/13,グッバイ宣言,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,グッバイ宣言,,,,,,,,,
246,2022/07/11,エイリアンエイリアン,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,エイリアンエイリアン,,,,,,,,,
240,2022/08/08,踊れオーケストラ,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,踊れオーケストラ,,,,,,,,,
225,2022/10/06,エゴロック,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,エゴロック,,,,,,,,,
260,2022/11/14,ラブカ？,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ラブカ？,,,,,,,,,
298,2022/12/30,ネトゲ廃人シュプレヒコール,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ネトゲ廃人シュプレヒコール,,,,,,,,,
306,2023/02/15,1925,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,1925,,,,,,,,,
307,2023/04/17,おこちゃま戦争,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,おこちゃま戦争,,,,,,,,,
346,2023/06/12,嗚呼、素晴らしきニャン生,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,嗚呼、素晴らしきニャン生,,,,,,,,,
360,2023/07/12,太陽系デスコ,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,太陽系デスコ,,,,,,,,,
367,2023/10/08,すきなことだけでいいです,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,すきなことだけでいいです,,,,,,,,,
376,2023/10/25,我儘姫,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,我儘姫,,,,,,,,,
432,2024/01/01,強風オールバック,BV1ZEx9zFE2U,2,00:00:44,00:01:20,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,強風オールバック,,BV1ZEx9zFE2U,1,,,,,,
436,2024/02/22,古書屋敷殺人事件,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,古書屋敷殺人事件,,,,,,,,,
434,2024/03/25,1000年生きてる,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,1000年生きてる,,,,,,,,,
480,2024/05/07,おちゃめ機能,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,おちゃめ機能,,,,,,,,,
493,2024/06/10,きょうもハレバレ,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,きょうもハレバレ,,,,,,,,,
506,2024/08/26,QUEEN,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,QUEEN,,,,,,,,,
475,2024/09/02,ちがう!!!,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ちがう!!!,,,,,,,,,
533,2024/10/07,転生林檎,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,転生林檎,,,,,,,,,
499,2024/12/29,混沌ブギ,BV1vGGReqE1s,1,00:00:54,00:01:23,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,混沌ブギ,短版,BV1v6o4YSEwt,1,,,BV1v6o4YSEwt,2,,
581,2025/01/14,厨病激発ボーイ,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,厨病激発ボーイ,,,,,,,,,
509,2025/03/10,ライアーダンサー,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ライアーダンサー,,,,,,,,,
603,2025/03/24,ドレミファロンド,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ドレミファロンド,,,,,,,,,
625,2025/06/09,このふざけた素晴らしき世界は、僕の為にある,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,このふざけた素晴らしき世界は、僕の為にある,,,,,,,,,
664,2025/10/07,人マニア,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,人マニア,,,,,,,,,
670,2025/12/15,い〜やい〜やい〜や,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,い〜やい〜やい〜や,,,,,,,,,
690,2026/01/03,惑星ループ,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,惑星ループ,,,,,,,,,
19,2020/09/30,シャルル,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,シャルル,,,,,,,,,
66,2020/09/30,ハロ／ハワユ,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,ハロ／ハワユ,,,,,,,,,
67,2020/09/30,自傷無色,,1,00:00:48,00:01:35,25,25点，Nightcord见。演唱歌曲/收录歌曲,自傷無色,,BV1bNSCYAELd,1,,,,,,
22,2020/10/05,命に嫌われている,,1,00:00:50,00:01:22,25,25点，Nightcord见。演唱歌曲/收录歌曲,命に嫌われている,,BV1JfybYAEFT,1,,,,,,
92,2020/11/01,乙女解剖,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,乙女解剖,,,,,,,,,
74,2020/12/14,独りんぼエンヴィー,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,独りんぼエンヴィー,,,,,,,,,
94,2021/01/05,とても痛い痛がりたい,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,とても痛い痛がりたい,,,,,,,,,
125,2021/03/06,ボッカデラベリタ,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,ボッカデラベリタ,,,,,,,,,
139,2021/05/01,夜に駆ける,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,夜に駆ける,,,,,,,,,
129,2021/07/28,ビターチョコデコレーション,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,ビターチョコデコレーション,,,,,,,,,
111,2021/09/21,カトラリー,,1,00:01:03,00:01:38,25,25点，Nightcord见。演唱歌曲/收录歌曲,カトラリー,,BV1xgSCYfEEN,1,,,,,,
145,2021/10/04,ベノム,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,ベノム,,,,,,,,,
170,2021/12/31,ヴィラン,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,ヴィラン,,,,,,,,,
204,2022/01/31,うっせぇわ,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,うっせぇわ,,,,,,,,,
181,2022/02/07,愛して愛して愛して,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,愛して愛して愛して,,,,,,,,,
194,2022/05/13,妄想感傷代償連盟,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,妄想感傷代償連盟,,,,,,,,,
218,2022/07/04,メリュー,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,メリュー,,,,,,,,,
272,2022/09/12,ジェヘナ,,1,00:00:47,00:01:30,25,25点，Nightcord见。演唱歌曲/收录歌曲,ジェヘナ,,BV1DwSCYNEMu,1,,,,,,
277,2022/10/03,フォニイ,,1,00:00:52,00:01:30,25,25点，Nightcord见。演唱歌曲/收录歌曲,フォニイ,,BV1cqqnYfEou,1,,,,,,
270,2022/10/28,泥中に咲く,,1,00:02:58,00:04:35,25,25点，Nightcord见。演唱歌曲/收录歌曲,泥中に咲く,,BV1tKSCYaEeM,1,,,,,,
268,2022/12/05,ノンブレス・オブリージュ,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,ノンブレス・オブリージュ,,,,,,,,,
294,2023/01/03,それがあなたの幸せとしても,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,それがあなたの幸せとしても,,,,,,,,,
293,2023/02/13,アイロニ,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,アイロニ,,,,,,,,,
352,2023/04/24,命ばっかり,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,命ばっかり,,,,,,,,,
340,2023/06/26,とても素敵な六月でした,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,とても素敵な六月でした,,,,,,,,,
358,2023/08/28,心做し,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,心做し,,,,,,,,,
385,2023/10/10,神っぽいな,,1,00:00:36,00:01:33,25,25点，Nightcord见。演唱歌曲/收录歌曲,神っぽいな,,BV1xFCaYLEt5,1,,,,,,
391,2023/11/22,キュートなカノジョ,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,キュートなカノジョ,,,,,,,,,
378,2023/12/25,スロウダウナー,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,スロウダウナー,,,,,,,,,
402,2024/01/03,エンヴィーベイビー,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,エンヴィーベイビー,,,,,,,,,
469,2024/02/29,ラグトレイン,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,ラグトレイン,,,,,,,,,
455,2024/03/04,ド屑,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,ド屑,,,,,,,,,
451,2024/05/17,熱異常,,1,00:00:47,00:01:33,25,25点，Nightcord见。演唱歌曲/收录歌曲,熱異常,,BV18kZtB6Ehu,1,,,,,,
473,2024/07/29,マインドブランド,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,マインドブランド,,,,,,,,,
476,2024/10/09,Shadow Shadow,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,Shadow Shadow,,,,,,,,,
491,2024/11/13,キャットラビング,,1,00:00:16,00:00:45,25,25点，Nightcord见。演唱歌曲/收录歌曲,キャットラビング,,BV1rpXXYpEA4,1,,,,,,
556,2025/01/05,サイハテ,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,サイハテ,,,,,,,,,
606,2025/04/14,スーサイドパレヱド,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,スーサイドパレヱド,,,,,,,,,
510,2025/05/12,失敗作少女,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,失敗作少女,,,,,,,,,
644,2025/07/28,生きる,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,生きる,,,,,,,,,
650,2025/09/08,あの夏が飽和する。,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,あの夏が飽和する。,,,,,,,,,
551,2025/10/09,ロストアンブレラ,,1,00:00:50,00:01:25,25,25点，Nightcord见。演唱歌曲/收录歌曲,ロストアンブレラ,,BV1UeApzuEo7,1,,,,,,
698,2026/01/06,鎖の少女-Re Alive-,,1,,,25,25点，Nightcord见。演唱歌曲/收录歌曲,鎖の少女-Re Alive-,,,,,,,,,
1,2020/09/30,Tell Your World,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Tell Your World,,,,,,,,,
47,2020/09/30,メルト,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,メルト,,,,,,,,,
43,2020/09/30,ネクストネスト,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ネクストネスト,,,,,,,,,
49,2020/09/30,初音ミクの消失,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,初音ミクの消失,,,,,,,,,
50,2020/09/30,Blessing,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Blessing,,,,,,,,,
48,2020/10/06,ワールドイズマイン,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ワールドイズマイン,,,,,,,,,
44,2020/10/08,Hand in Hand,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Hand in Hand,,,,,,,,,
83,2020/10/10,Gimme×Gimme,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Gimme×Gimme,,,,,,,,,
84,2020/10/12,ジャンキーナイトタウンオーケストラ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ジャンキーナイトタウンオーケストラ,,,,,,,,,
86,2020/10/14,on the rocks,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,on the rocks,,,,,,,,,
45,2020/10/16,39みゅーじっく！,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,39みゅーじっく！,,,,,,,,,
85,2020/10/19,Leia - Remind,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,Leia - Remind,,,,,,,,,
113,2020/11/14,ローリンガール,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ローリンガール,,,,,,,,,
114,2020/11/21,裏表ラバーズ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,裏表ラバーズ,,,,,,,,,
115,2020/11/23,アンノウン・マザーグース,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,アンノウン・マザーグース,,,,,,,,,
108,2020/11/30,愛されなくても君がいる,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,愛されなくても君がいる,,,,,,,,,
117,2020/12/24,ODDS&ENDS,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ODDS&ENDS,,,,,,,,,
46,2020/12/29,グリーンライツ・セレナーデ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,グリーンライツ・セレナーデ,,,,,,,,,
118,2020/12/31,*ハロー、プラネット。,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,*ハロー、プラネット。,,,,,,,,,
110,2021/01/01,千本桜,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,千本桜,,,,,,,,,
72,2021/01/04,ブレス・ユア・ブレス,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ブレス・ユア・ブレス,,,,,,,,,
119,2021/01/14,ワールズエンド・ダンスホール,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ワールズエンド・ダンスホール,,,,,,,,,
109,2021/01/18,ヒビカセ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,ヒビカセ,,,,,,,,,
124,2021/03/09,みくみくにしてあげる♪【してやんよ】,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,みくみくにしてあげる♪【してやんよ】,,,,,,,,,
131,2021/03/30,初音ミクの激唱,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,初音ミクの激唱,,,,,,,,,
179,2021/10/01,炉心融解,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,炉心融解,,,,,,,,,
175,2021/10/05,拝啓ドッペルゲンガー,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,拝啓ドッペルゲンガー,,,,,,,,,
150,2021/10/07,トキヲ・ファンカ,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,トキヲ・ファンカ,,,,,,,,,
152,2021/10/09,だれかの心臓になれたなら,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,だれかの心臓になれたなら,,,,,,,,,
177,2021/10/11,右肩の蝶,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,右肩の蝶,,,,,,,,,
186,2021/11/05,初音天地開闢神話,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,初音天地開闢神話,,,,,,,,,
190,2021/12/13,悪ノ娘,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,悪ノ娘,,,,,,,,,
191,2021/12/14,悪ノ召使,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,悪ノ召使,,,,,,,,,
104,2022/01/01,サンドリヨン 10th Anniversary,,1,,,v,世界计划虚拟歌手演唱歌曲/收录歌曲,サンドリヨン 10th Anniversary,,,,,,,,,
206,2022/02/05,君色マリンスノウ,BV1ftNheXEWZ,2,00:00:42,00:01:28,v,世界计划虚拟歌手演唱歌曲/收录歌曲,君色マリンスノウ,,BV1ftNheXEWZ,1,,,,,,
